489,3372.61,685.24,45.13999999999990,85.24000000000000,3561.51,557.87,22.799999999999700,49.610000000000000,4365.58,699.04,59.5,85.49000000000000,4076.67,731.87,56.909999999999900,101.49,3868.54,673.26,42.09999999999990,78.46000000000000,3879.91,585.85,27.73000000000000,58.52000000000000,4122.45,606.71,30.67000000000010,56.65000000000000,4460.61,666.14,43.92000000000010,78.57000000000010,3952.36,531.19,21.90000000000010,39.70999999999990,3699.67,519.7,17.549999999999700,34.040000000000000,3788.31,780.12,74.25,125.57000000000000,4313.42,686.22,46.720000000000300,100.20000000000000,3613.97,686.72,59.15000000000010,96.20999999999990,4628.43,728.39,50.48999999999980,93.03000000000000,3615.25,588.71,29.44000000000010,58.59999999999990,2877.42,670.32,46.82999999999990,91.41000000000000,3154.04,529.58,27.94999999999980,48.58999999999990,3511.05,496.89,20.4399999999996,36.53000000000000,3885.12,543.76,22.73000000000000,49.06000000000010,2782.45,533.97,26.76000000000020,42.24000000000000,3819.03,788.13,26.61999999999990,23.81000000000010,4085.05,619.8,29.46000000000000,54.21000000000000,4392.73,548.72,19.25,42.80000000000000
490,3373.0,685.31,45.13999999999990,85.24000000000000,3561.33,557.96,22.790000000000000,49.59999999999990,4367.82,698.78,59.5,85.49000000000000,4078.1,732.24,57.09999999999990,101.55000000000000,3872.2,673.19,42.10000000000040,78.46999999999990,3880.54,585.86,27.86999999999990,58.44999999999990,4122.7,607.46,30.68000000000030,56.66000000000000,4463.25,666.47,44.05000000000020,78.78000000000000,3953.25,531.43,21.90999999999990,39.71000000000000,3699.96,519.72,17.559999999999900,34.040000000000000,3791.34,780.02,74.25,125.57000000000000,4311.08,686.0,46.73000000000050,100.20000000000000,3615.77,686.4,59.13999999999990,96.21000000000000,4633.35,729.98,50.44999999999980,92.96000000000000,3618.04,588.79,29.44000000000010,58.60000000000000,2881.33,670.21,46.82999999999990,91.41000000000000,3155.53,529.65,27.94999999999980,48.59000000000000,3511.71,496.84,20.42999999999980,36.53000000000000,3886.11,543.89,22.73999999999980,49.06000000000010,2782.45,533.97,26.76000000000020,42.24000000000000,3823.13,787.2,26.61999999999990,23.809999999999900,4085.48,620.82,29.570000000000200,54.370000000000000,4392.82,548.72,19.25,42.79000000000000
491,3373.39,685.39,45.14000000000030,85.23000000000000,3561.14,558.04,22.790000000000000,49.610000000000000,4370.07,698.51,59.5,85.5,4079.53,732.6,57.29999999999970,101.63,3875.86,673.13,42.09999999999990,78.47000000000000,3881.18,585.86,28.01000000000020,58.38,4122.96,608.22,30.67000000000010,56.66000000000000,4465.9,666.8,44.17000000000010,78.99000000000000,3954.15,531.66,21.90000000000010,39.71000000000000,3700.25,519.74,17.559999999999900,34.040000000000000,3794.38,779.91,74.25,125.57000000000000,4308.75,685.78,46.720000000000300,100.20000000000000,3617.57,686.08,59.13999999999990,96.20999999999990,4638.28,731.57,50.40000000000060,92.90000000000000,3620.82,588.87,29.44000000000010,58.60000000000000,2885.24,670.1,46.83000000000040,91.41000000000000,3157.01,529.72,27.94999999999980,48.58999999999990,3512.37,496.79,20.43000000000030,36.53000000000000,3887.1,544.01,22.74000000000020,49.07000000000010,2782.45,533.97,26.76000000000020,42.24000000000000,3827.23,786.27,26.61999999999990,23.81000000000010,4085.92,621.83,29.67000000000010,54.54000000000000,4392.91,548.71,19.26000000000020,42.80000000000000
492,3373.79,685.46,45.13999999999990,85.23000000000000,3560.95,558.13,22.790000000000000,49.60000000000000,4373.19,699.28,59.5,85.5,4080.96,732.97,57.5,101.70000000000000,3879.52,673.07,42.09999999999990,78.46999999999990,3881.81,585.87,28.15000000000010,58.309999999999900,4123.21,608.98,30.68000000000030,56.65000000000000,4468.54,667.12,44.30000000000020,79.21000000000000,3955.05,531.9,21.89999999999960,39.71000000000000,3700.54,519.77,17.559999999999900,34.040000000000000,3797.41,779.81,74.25,125.57000000000000,4306.41,685.56,46.720000000000300,100.20000000000000,3619.36,685.76,59.15000000000010,96.21000000000000,4643.21,733.16,50.35000000000040,92.84000000000010,3623.61,588.96,29.44000000000010,58.59999999999990,2889.15,669.99,46.82999999999990,91.41000000000000,3158.5,529.79,27.94999999999980,48.59000000000000,3513.02,496.73,20.44000000000010,36.54000000000000,3888.1,544.14,22.73000000000000,49.07000000000010,2782.45,533.97,26.76000000000020,42.24000000000000,3831.12,788.14,26.61999999999990,23.800000000000100,4086.35,622.84,29.79000000000040,54.69999999999990,4393.0,548.7,19.26000000000020,42.80000000000000
493,3374.18,685.53,45.14000000000030,85.24000000000000,3560.76,558.21,22.790000000000000,49.610000000000000,4376.3,700.06,59.5,85.49000000000000,4082.39,733.34,57.690000000000100,101.76,3883.18,673.01,42.10000000000040,78.47000000000000,3882.45,585.87,28.2800000000002,58.25,4123.47,609.74,30.67999999999940,56.65000000000000,4471.19,667.45,44.43000000000030,79.42000000000000,3955.94,532.13,21.90999999999990,39.71000000000000,3700.84,519.79,17.549999999999700,34.04000000000010,3800.44,779.7,74.25,125.58000000000000,4309.88,685.43,46.720000000000300,100.20000000000000,3621.16,685.44,59.14000000000030,96.21999999999990,4648.13,734.75,50.30999999999950,92.77000000000000,3626.39,589.04,29.44000000000010,58.60000000000000,2893.06,669.88,46.82999999999990,91.41000000000000,3159.99,529.86,27.95000000000030,48.59000000000000,3513.68,496.68,20.43000000000030,36.53000000000000,3889.09,544.27,22.73000000000000,49.07000000000010,2782.45,533.97,26.76000000000020,42.24000000000000,3835.0,790.0,26.61999999999990,23.809999999999900,4086.79,623.85,29.890000000000300,54.870000000000000,4393.09,548.7,19.26000000000020,42.79000000000000
494,3374.57,685.6,45.13999999999990,85.24000000000000,3560.57,558.3,22.790000000000000,49.60000000000000,4379.42,700.83,59.5,85.49000000000000,4083.82,733.71,57.88999999999990,101.83000000000000,3886.84,672.95,42.09999999999990,78.46999999999990,3883.08,585.88,28.43000000000030,58.17000000000000,4123.73,610.49,30.67000000000010,56.66000000000000,4473.83,667.78,44.5600000000004,79.63,3956.84,532.37,21.89999999999960,39.71000000000000,3701.13,519.81,17.559999999999900,34.04000000000010,3803.48,779.6,74.25,125.57000000000000,4313.35,685.29,46.71999999999940,100.20000000000000,3622.96,685.12,59.13999999999990,96.22000000000000,4652.6,735.75,50.25999999999930,92.71000000000000,3629.18,589.13,29.44000000000010,58.60000000000000,2896.97,669.77,46.83000000000040,91.41000000000000,3161.47,529.93,27.95000000000030,48.58000000000000,3514.34,496.63,20.42999999999980,36.53000000000000,3890.74,544.46,22.72000000000030,48.99000000000000,2782.45,533.97,26.76000000000020,42.24000000000000,3838.88,791.87,26.63000000000010,23.800000000000000,4087.22,624.86,30.00000000000050,55.03000000000000,4393.18,548.69,19.25999999999930,42.80000000000000
495,3374.97,685.68,45.14000000000030,85.23000000000000,3560.38,558.38,22.799999999999700,49.610000000000000,4382.54,701.6,59.5,85.49000000000000,4085.24,734.07,58.09000000000020,101.91000000000000,3890.5,672.89,42.09999999999990,78.46000000000000,3883.72,585.89,28.5600000000004,58.10000000000000,4123.42,611.96,30.850000000000400,57.01000000000000,4476.47,668.11,44.6899999999996,79.84000000000000,3957.74,532.6,21.90000000000010,39.70999999999990,3701.42,519.83,17.559999999999900,34.040000000000000,3806.51,779.5,74.25,125.57000000000000,4316.82,685.16,46.720000000000300,100.20000000000000,3624.75,684.8,59.15000000000010,96.22000000000000,4657.07,736.75,50.21000000000000,92.65000000000000,3631.96,589.21,29.44000000000010,58.59999999999990,2900.88,669.67,46.82999999999990,91.40000000000010,3162.96,530.0,27.94999999999980,48.58000000000000,3514.99,496.58,20.44000000000010,36.53000000000000,3892.38,544.64,22.73000000000000,48.930000000000100,2782.45,533.97,26.76000000000020,42.24000000000000,3842.77,793.73,26.61999999999990,23.809999999999900,4087.66,625.87,30.100000000000400,55.200000000000000,4393.27,548.68,19.25999999999930,42.80000000000010
496,3375.36,685.75,45.13999999999990,85.23000000000000,3560.2,558.47,22.790000000000000,49.60000000000000,4385.65,702.37,59.5,85.5,4086.67,734.44,58.29000000000000,101.9800000000000,3894.16,672.83,42.10000000000040,78.45999999999990,3884.35,585.89,28.71000000000000,58.03000000000000,4123.11,613.42,31.02000000000040,57.370000000000000,4479.12,668.44,44.81999999999970,80.05000000000000,3958.63,532.84,21.90999999999990,39.70999999999990,3701.71,519.85,17.559999999999900,34.040000000000000,3809.54,779.39,74.25,125.57000000000000,4320.29,685.02,46.720000000000300,100.20000000000000,3626.55,684.48,59.14999999999960,96.22000000000000,4661.54,737.75,50.159999999999900,92.58000000000000,3635.47,589.3,29.44000000000010,58.60000000000000,2904.79,669.56,46.82999999999990,91.40000000000010,3164.45,530.07,27.95000000000030,48.57999999999990,3515.24,496.58,20.43000000000030,36.53000000000000,3894.03,544.82,22.7199999999998,48.8599999999999,2782.46,533.97,26.759999999999800,42.24000000000000,3845.26,793.26,26.61999999999990,23.800000000000000,4088.09,626.89,30.21000000000000,55.35000000000000,4393.36,548.68,19.26000000000020,42.79000000000010
497,3375.75,685.82,45.13999999999990,85.2399999999999,3560.01,558.55,22.790000000000000,49.610000000000000,4388.77,703.14,59.5,85.5,4088.1,734.81,58.49000000000020,102.04000000000000,3897.82,672.77,42.09999999999990,78.46000000000000,3884.99,585.9,28.840000000000100,57.96000000000000,4122.81,614.89,31.1899999999996,57.73000000000000,4481.76,668.77,44.94999999999980,80.27000000000000,3959.53,533.07,21.89999999999960,39.70999999999990,3701.8,519.89,17.559999999999900,34.040000000000000,3812.58,779.29,74.25,125.57000000000000,4323.76,684.89,46.71999999999940,100.20000000000000,3628.35,684.16,59.13999999999990,96.22000000000000,4666.01,738.75,50.10999999999970,92.52000000000000,3638.98,589.38,29.44000000000010,58.60000000000000,2908.7,669.45,46.83000000000040,91.40000000000000,3165.93,530.13,27.95000000000030,48.59000000000000,3515.48,496.58,20.42999999999980,36.53000000000000,3895.68,545.01,22.71000000000000,48.79000000000000,2782.46,533.96,26.759999999999800,42.24000000000000,3847.75,792.78,26.61999999999990,23.81000000000010,4088.52,627.9,30.320000000000200,55.52000000000000,4393.45,548.67,19.26000000000020,42.80000000000010
498,3376.15,685.89,45.13999999999990,85.24000000000000,3559.82,558.64,22.790000000000000,49.60000000000000,4391.89,703.92,59.5,85.49000000000000,4089.53,735.17,58.67999999999980,102.12,3901.47,672.7,42.11000000000010,78.46999999999990,3885.62,585.9,28.98000000000000,57.90000000000000,4122.5,616.35,31.35999999999970,58.09000000000000,4484.41,669.1,45.06999999999970,80.48000000000000,3960.43,533.31,21.90000000000010,39.71000000000000,3701.89,519.93,17.559999999999900,34.04000000000010,3815.61,779.18,74.25,125.57000000000000,4327.23,684.75,46.720000000000300,100.20000000000000,3630.14,683.84,59.15000000000010,96.21999999999990,4670.48,739.75,50.0600000000004,92.46000000000000,3642.48,589.47,29.44000000000010,58.60000000000000,2912.61,669.34,46.82999999999990,91.41000000000000,3167.42,530.2,27.94999999999980,48.58999999999990,3515.72,496.58,20.43000000000030,36.53000000000000,3897.33,545.19,22.70000000000030,48.71999999999990,2782.46,533.96,26.759999999999800,42.24000000000000,3850.24,792.31,26.620000000000300,23.800000000000100,4088.96,628.91,30.42000000000010,55.680000000000100,4393.54,548.66,19.26000000000020,42.80000000000010
499,3376.54,685.96,45.13999999999990,85.24000000000000,3559.63,558.72,22.790000000000000,49.610000000000000,4395.01,704.69,59.5,85.4899999999999,4090.96,735.54,58.88000000000010,102.19000000000000,3905.13,672.64,42.09999999999990,78.47000000000000,3886.26,585.91,29.11999999999990,57.82000000000010,4122.2,617.82,31.529999999999700,58.44999999999990,4487.05,669.43,45.19999999999980,80.69000000000010,3962.58,533.54,21.90000000000010,39.71000000000000,3701.98,519.98,17.559999999999900,34.040000000000000,3818.64,779.08,74.25,125.57000000000000,4330.7,684.62,46.720000000000300,100.20000000000000,3631.94,683.52,59.15000000000010,96.22000000000000,4674.94,740.75,50.02000000000040,92.39,3645.99,589.55,29.44000000000010,58.60000000000000,2916.52,669.23,46.82999999999990,91.41000000000000,3168.91,530.27,27.95000000000030,48.59000000000000,3515.96,496.58,20.44000000000010,36.53000000000000,3898.97,545.37,22.70000000000030,48.65000000000000,2782.46,533.96,26.759999999999800,42.24000000000000,3852.73,791.83,26.61999999999990,23.809999999999900,4089.39,629.92,30.5300000000002,55.85000000000000,4393.63,548.66,19.26000000000020,42.80000000000010
500,3376.93,686.04,45.14000000000030,85.23000000000000,3559.44,558.81,22.799999999999700,49.60000000000000,4398.12,705.46,59.5,85.49000000000000,4092.39,735.91,59.08000000000040,102.26,3908.79,672.58,42.09999999999990,78.46999999999990,3886.89,585.91,29.26000000000020,57.76000000000000,4121.89,619.29,31.69999999999980,58.80000000000010,4489.7,669.76,45.32999999999990,80.90000000000000,3964.73,533.78,21.90000000000010,39.71000000000000,3702.07,520.02,17.559999999999900,34.040000000000000,3821.68,778.97,74.25,125.57000000000000,4334.16,684.48,46.73000000000050,100.20000000000000,3633.74,683.2,59.14000000000030,96.21999999999990,4679.41,741.75,49.970000000000300,92.33000000000000,3649.5,589.63,29.44000000000010,58.60000000000000,2920.43,669.12,46.83000000000040,91.41000000000000,3170.39,530.34,27.95000000000030,48.58999999999990,3516.21,496.58,20.42999999999980,36.53000000000000,3900.62,545.56,22.70000000000030,48.58000000000000,2782.46,533.96,26.759999999999800,42.24000000000000,3855.22,791.36,26.620000000000300,23.800000000000000,4089.83,630.93,30.63000000000010,56.020000000000100,4393.72,548.65,19.25999999999930,42.80000000000010
501,3377.33,686.11,45.13999999999990,85.24000000000000,3559.26,558.89,22.790000000000000,49.610000000000000,4401.24,706.23,59.5,85.49000000000000,4093.82,736.28,59.27000000000000,102.32000000000000,3912.45,672.52,42.10000000000040,78.47000000000000,3887.53,585.92,29.38999999999990,57.680000000000100,4121.59,620.75,31.85999999999970,59.16000000000000,4492.34,670.08,45.46000000000000,81.12,3966.88,534.01,21.90999999999990,39.71000000000000,3702.16,520.06,17.550000000000200,34.04000000000010,3824.71,778.87,74.25,125.57000000000000,4337.63,684.35,46.72999999999960,100.20000000000000,3635.53,682.88,59.14999999999960,96.22000000000000,4683.88,742.75,49.92000000000010,92.27000000000000,3653.01,589.72,29.4399999999996,58.60000000000000,2924.34,669.01,46.82999999999990,91.41000000000000,3171.88,530.41,27.94999999999980,48.59000000000000,3516.45,496.58,20.43000000000030,36.53000000000000,3902.27,545.74,22.69000000000010,48.51000000000000,2782.46,533.96,26.759999999999800,42.24000000000000,3857.71,790.88,26.61999999999990,23.81000000000010,4090.26,631.95,30.75,56.17000000000000,4393.81,548.65,19.25999999999930,42.79000000000010
502,3377.72,686.18,45.14000000000030,85.24000000000000,3559.07,558.98,22.790000000000000,49.60000000000000,4404.36,707.0,59.5,85.5,4095.25,736.64,59.470000000000300,102.40000000000000,3916.11,672.46,42.09999999999990,78.46999999999990,3888.16,585.93,29.540000000000000,57.610000000000000,4121.28,622.22,32.040000000000000,59.52000000000000,4497.62,671.88,45.470000000000300,81.11000000000000,3969.03,534.25,21.90999999999990,39.71000000000000,3702.24,520.1,17.5600000000004,34.040000000000000,3827.74,778.76,74.26000000000020,125.58000000000000,4341.1,684.21,46.72999999999960,100.20000000000000,3637.33,682.57,59.15000000000010,96.20999999999990,4688.35,743.75,49.86999999999990,92.20000000000010,3656.52,589.8,29.44000000000010,58.60000000000000,2928.25,668.9,46.82999999999990,91.41000000000000,3173.37,530.48,27.95000000000030,48.59000000000000,3516.69,496.58,20.42999999999980,36.53000000000000,3903.92,545.92,22.67999999999980,48.450000000000000,2782.46,533.96,26.759999999999800,42.24000000000000,3860.2,790.41,26.620000000000300,23.800000000000100,4090.7,632.96,30.850000000000400,56.33999999999990,4393.9,548.64,19.26000000000020,42.80000000000010
503,3378.11,686.25,45.13999999999990,85.24000000000000,3558.88,559.06,22.790000000000000,49.610000000000000,4407.47,707.78,59.5,85.49000000000000,4096.68,737.01,59.659999999999900,102.47000000000000,3919.77,672.4,42.09999999999990,78.46000000000000,3888.8,585.93,29.66999999999960,57.54000000000010,4120.97,623.68,32.21000000000000,59.88,4497.77,671.83,45.45999999999910,81.12,3971.19,534.48,21.90000000000010,39.71000000000000,3702.33,520.14,17.559999999999900,34.040000000000000,3830.78,778.66,74.25,125.57000000000000,4344.57,684.08,46.73000000000050,100.20000000000000,3639.13,682.25,59.13999999999990,96.21000000000000,4692.82,744.75,49.82000000000060,92.14,3660.02,589.89,29.44000000000010,58.60000000000000,2932.16,668.79,46.82999999999990,91.41000000000010,3174.85,530.55,27.95000000000030,48.59000000000000,3516.93,496.58,20.44000000000010,36.53000000000000,3905.56,546.11,22.67999999999980,48.370000000000000,2782.46,533.96,26.759999999999800,42.24000000000000,3862.69,789.93,26.61999999999990,23.81000000000010,4091.13,633.97,30.96000000000000,56.5,4393.99,548.63,19.26000000000020,42.80000000000000
504,3378.51,686.33,45.12999999999970,85.2299999999999,3558.69,559.15,22.790000000000000,49.60000000000000,4410.59,708.55,59.5,85.49000000000000,4099.76,736.45,59.86999999999990,102.54000000000000,3923.43,672.34,42.10000000000040,78.45999999999990,3889.43,585.94,29.809999999999900,57.46999999999990,4120.67,625.15,32.38000000000010,60.23000000000000,4497.92,671.79,45.46000000000000,81.11000000000000,3973.34,534.72,21.89999999999960,39.70999999999990,3702.42,520.18,17.559999999999900,34.04000000000010,3833.81,778.56,74.25,125.57000000000000,4348.04,683.94,46.73000000000050,100.20000000000000,3640.93,681.93,59.14000000000030,96.21000000000000,4697.28,745.75,49.780000000000700,92.08000000000000,3663.53,589.97,29.4399999999996,58.60000000000000,2936.07,668.69,46.82999999999990,91.40000000000000,3176.34,530.62,27.94999999999980,48.59000000000000,3517.18,496.58,20.43000000000030,36.53000000000000,3907.21,546.29,22.67000000000010,48.31000000000010,2782.46,533.96,26.759999999999800,42.24000000000000,3865.18,789.46,26.620000000000300,23.800000000000000,4091.57,634.98,31.059999999999900,56.67000000000000,4394.08,548.63,19.26000000000020,42.79000000000000
